Timestamp,CPU_Usage(%),Memory_Usage(%),Net_Sent(Bytes),Net_Recv(Bytes),Disk_Read(Bytes),Disk_Write(Bytes),Battery_Percent
16:00:10,13.6,70.0,17408,17408,12484608,1003520,51
16:00:15,12.5,69.9,9216,9216,8323072,974848,51
16:00:20,12.6,70.3,13312,13312,8208384,974848,51
16:00:25,13.6,70.3,13312,12288,8310784,5541888,51
16:00:30,16.6,70.5,37888,37888,8994816,1536000,51
16:00:35,12.5,70.5,9216,9216,8314880,974848,51
16:00:40,12.8,70.4,12288,12288,6242304,974848,51
16:00:45,13.2,70.6,6144,6144,6197248,1138688,51
16:00:50,14.8,70.5,15360,15360,2850816,3018752,51
16:00:55,13.3,70.5,8192,8192,1114112,3948544,51
16:01:00,14.3,70.2,20480,20480,2269184,2179072,51
16:01:05,20.5,70.1,10240,10240,4665344,2523136,51
16:01:10,12.7,70.3,27648,27648,970752,1368064,51
16:01:15,12.1,70.0,11264,11264,950272,974848,51
16:01:20,12.7,70.0,17408,17408,991232,974848,51
16:01:25,13.5,70.0,9216,9216,1212416,4583424,51
16:01:30,17.2,70.5,26624,26624,3428352,2306048,51
16:01:35,13.0,70.4,11264,11264,1294336,978944,51
16:01:40,12.5,70.3,11264,11264,2768896,1003520,51
16:01:45,13.2,70.5,11264,10240,3674112,2019328,51
16:01:50,14.2,70.5,12288,12288,7196672,2252800,51
16:01:55,14.0,70.5,8192,8192,8806400,4886528,51
16:02:00,18.7,70.8,19456,19456,378675200,352755712,51
16:02:05,18.3,70.2,8192,8192,9936896,2465792,51
16:02:10,14.4,70.3,26624,26624,10510336,2682880,50
16:02:15,11.7,70.1,9216,9216,8257536,974848,50
16:02:20,12.7,70.0,15360,15360,10407936,28672,50
16:02:25,12.7,69.9,9216,9216,12431360,5484544,50
16:02:30,27.5,70.4,25600,25600,47730688,1355776,50
16:02:35,39.6,70.4,8192,8192,21180416,1101824,50
16:02:41,16.6,70.1,11264,11264,10616832,3567616,50
16:02:46,13.0,70.1,12288,12288,8204288,1032192,50
16:02:51,12.6,70.1,14336,14336,8404992,1032192,50
16:02:56,13.7,70.2,9216,9216,6373376,5054464,50
16:03:01,13.4,70.2,19456,18432,6385664,1753088,50
16:03:06,16.1,69.8,8192,8192,4009984,2469888,50
16:03:11,13.2,70.1,17408,17408,1998848,1040384,50
16:03:16,14.7,70.2,22528,22528,1286144,1552384,50
16:03:21,13.7,70.0,13312,13312,2334720,974848,50
16:03:26,12.7,70.0,8192,8192,372736,4780032,50
16:03:31,14.2,70.3,26624,26624,1171456,1277952,50
16:03:36,12.3,70.2,9216,9216,835584,1003520,50
16:03:41,12.9,70.3,18432,18432,901120,974848,50
16:03:46,11.5,70.3,6144,6144,1486848,57344,50
16:03:51,13.1,70.1,12288,12288,1998848,1798144,50
16:03:56,13.2,70.2,12288,12288,2899968,4415488,50
16:04:01,14.7,70.2,20480,20480,4030464,2195456,50
16:04:06,16.3,69.8,10240,10240,6217728,2469888,50
16:04:11,13.8,70.2,15360,15360,6316032,1011712,50
16:04:16,12.3,70.0,10240,9216,8257536,974848,50
16:04:21,14.0,70.1,28672,28672,8249344,1593344,50
16:04:26,14.1,70.1,10240,10240,8876032,6164480,50
16:04:31,16.9,70.2,36864,36864,10833920,1593344,50
16:04:36,13.1,70.2,8192,8192,8290304,974848,50
16:04:41,12.9,69.8,10240,10240,12230656,1007616,50
16:04:46,12.3,70.1,8192,8192,10907648,1449984,50
16:04:51,11.8,70.2,18432,18432,8290304,835584,50
16:04:56,12.4,70.2,11264,11264,8257536,4886528,50
16:05:01,14.7,70.4,19456,19456,8368128,3301376,50
16:05:06,16.9,70.0,8192,8192,10244096,2740224,50
16:05:11,17.9,69.9,16384,16384,11255808,983040,50
16:05:16,12.9,69.9,11264,11264,6725632,1773568,50
16:05:21,13.0,70.1,15360,15360,3526656,974848,50
16:05:26,13.8,70.0,20480,20480,2236416,7925760,50
16:05:31,18.5,70.1,36864,35840,50352128,2334720,50
16:05:36,12.4,70.2,13312,13312,1540096,974848,50
16:05:41,13.3,70.0,9216,9216,1376256,1003520,50
16:05:46,15.2,70.1,11264,11264,716800,1703936,50
16:05:51,13.0,70.2,10240,10240,692224,2531328,50
16:05:56,12.5,70.3,9216,9216,1200128,4530176,50
16:06:01,14.1,70.5,21504,21504,1413120,1036288,50
16:06:06,16.9,70.2,14336,14336,3428352,2994176,49
16:06:11,12.0,69.9,8192,8192,2609152,1011712,49
16:06:16,12.0,69.8,12288,12288,3272704,745472,49
16:06:21,12.9,69.8,14336,14336,4161536,262144,49
16:06:26,13.1,69.6,12288,12288,4231168,4608000,49
16:06:31,19.4,70.2,38912,38912,10174464,1970176,49
16:06:36,14.4,70.1,12288,12288,10297344,1626112,49
16:06:41,12.5,69.9,8192,8192,8536064,1589248,49
16:06:46,12.7,69.9,15360,15360,10567680,2179072,49
16:06:51,13.3,70.1,13312,12288,10440704,1114112,49
16:06:56,14.6,70.2,14336,14336,10539008,4546560,49
16:07:01,15.8,70.2,15360,15360,10457088,1789952,49
16:07:06,16.3,69.6,11264,11264,9830400,2465792,49
16:07:11,13.2,69.9,12288,12288,8265728,974848,49
16:07:16,12.4,70.0,13312,13312,10178560,1933312,49
16:07:21,16.6,70.0,10240,10240,8314880,987136,49
16:07:26,13.4,69.7,11264,11264,8941568,5734400,49
16:07:31,19.0,70.5,33792,33792,24223744,3428352,49
16:07:36,11.9,70.4,10240,10240,4231168,974848,49
16:07:41,12.7,70.2,10240,10240,2600960,974848,49
16:07:46,13.4,70.1,11264,11264,2531328,2613248,49
16:07:51,13.5,70.3,9216,9216,2437120,2068480,49
16:07:56,13.8,70.1,12288,12288,1822720,5316608,49
16:08:01,14.4,70.5,18432,18432,1036288,2420736,49
16:08:06,15.2,70.1,13312,13312,2711552,1859584,49
16:08:11,13.7,70.0,12288,11264,1150976,1003520,49
16:08:16,13.1,69.9,13312,13312,1085440,1794048,49
16:08:21,12.6,69.6,9216,9216,2785280,978944,49
16:08:26,13.4,69.8,14336,14336,2060288,5304320,49
16:08:31,15.7,70.2,22528,22528,4505600,2289664,49
16:08:36,13.7,70.3,24576,24576,6205440,2453504,49
16:08:41,13.4,69.7,9216,9216,4665344,2129920,49
16:08:46,12.3,69.9,13312,13312,8900608,1667072,49
16:08:51,13.9,70.2,13312,13312,6373376,1052672,49
16:08:56,14.1,70.2,8192,8192,10870784,5398528,49
16:09:01,14.2,70.4,17408,17408,13443072,1974272,49
16:09:06,13.9,70.2,11264,11264,11538432,1069056,49
16:09:11,16.2,70.1,14336,14336,10817536,2482176,49
16:09:16,12.7,70.0,14336,14336,10149888,978944,49
16:09:21,12.0,69.9,11264,11264,9048064,1019904,49
16:09:26,14.0,69.9,15360,14336,8437760,5275648,49
16:09:31,16.8,70.3,27648,27648,10862592,462848,49
16:09:36,12.4,70.2,13312,13312,8085504,864256,49
16:09:41,12.9,70.1,20480,20480,10518528,1708032,49
16:09:46,12.9,70.1,15360,15360,6258688,991232,49
16:09:51,14.0,70.0,8192,8192,6283264,991232,49
16:09:56,14.0,70.2,12288,12288,2891776,5484544,48
16:10:01,16.4,70.5,17408,17408,1699840,2527232,48
16:10:06,13.7,70.2,12288,12288,2789376,1712128,48
16:10:11,16.4,70.0,13312,13312,3850240,2523136,48
16:10:16,12.2,70.0,13312,13312,851968,974848,48
16:10:21,13.2,70.3,13312,13312,724992,1843200,48
16:10:26,13.5,70.3,15360,15360,1658880,6094848,48
16:10:31,16.6,70.4,32768,32768,1826816,1908736,48
16:10:36,14.4,70.3,12288,12288,1388544,2535424,48
16:10:41,13.5,70.0,8192,8192,1884160,1716224,48
16:10:46,13.4,69.9,26624,26624,1359872,1679360,48
16:10:51,12.6,70.0,10240,10240,3227648,974848,48
16:10:56,18.1,70.2,12288,12288,7512064,7176192,48
16:11:01,14.5,70.5,16384,15360,6385664,2162688,48
16:11:06,12.6,70.1,12288,12288,8568832,978944,48
16:11:11,14.3,69.9,12288,12288,10076160,1527808,48
16:11:16,12.7,69.8,11264,11264,10244096,1060864,48
16:11:21,12.3,69.7,10240,10240,8253440,1683456,48
16:11:26,13.8,69.7,14336,14336,10399744,4255744,48
16:11:31,17.2,70.2,28672,28672,13115392,1318912,48
16:11:37,13.2,70.1,13312,13312,9392128,2732032,48
16:11:42,12.8,70.0,8192,8192,8523776,1798144,48
16:11:47,13.9,70.0,26624,26624,8286208,1679360,48
16:11:52,13.3,69.9,10240,10240,10211328,1003520,48
16:11:57,15.9,70.1,11264,11264,8142848,5263360,48
16:12:02,15.1,70.5,16384,16384,6475776,2117632,48
16:12:07,13.9,70.0,12288,12288,8761344,1404928,48
16:12:12,15.1,69.7,11264,11264,4997120,2494464,48
16:12:17,12.4,69.7,14336,14336,2121728,1032192,48
16:12:22,13.7,69.8,8192,8192,2478080,974848,48
16:12:27,13.4,69.8,11264,11264,1204224,5349376,48
16:12:32,15.2,70.2,20480,20480,2424832,1511424,48
16:12:37,12.1,70.1,11264,11264,327680,974848,48
16:12:42,14.0,70.1,11264,11264,2158592,897024,48
16:12:47,12.6,70.0,12288,11264,1159168,2031616,48
16:12:52,13.4,69.9,26624,26624,1265664,1728512,48
16:12:57,14.4,70.2,13312,13312,2523136,6033408,48
16:13:02,15.0,70.5,19456,19456,2805760,3825664,48
16:13:07,13.9,70.3,13312,13312,3633152,1744896,48
16:13:12,16.0,70.2,13312,13312,5476352,2465792,48
16:13:17,12.5,70.2,14336,14336,4222976,974848,48
16:13:22,14.2,70.2,11264,11264,15101952,2867200,48
16:13:27,13.2,70.0,13312,13312,8286208,4734976,48
16:13:32,15.5,70.2,21504,21504,11558912,2908160,48
16:13:37,12.8,70.2,12288,12288,11255808,1859584,48
16:13:42,13.1,69.8,12288,12288,8478720,1474560,48
16:13:47,13.1,69.8,13312,13312,10543104,1732608,48
16:13:52,12.7,69.7,11264,11264,12443648,974848,48
16:13:57,15.3,70.1,26624,26624,8462336,6197248,47
16:14:02,13.0,70.4,17408,17408,12140544,1613824,47
16:14:07,13.6,70.0,13312,13312,30720000,1949696,47
16:14:12,16.3,69.9,16384,15360,14700544,2465792,47
16:14:17,13.2,70.0,14336,14336,6291456,974848,47
16:14:22,13.2,70.1,10240,10240,8433664,1019904,47
16:14:27,15.3,70.2,13312,13312,9883648,5500928,47
16:14:32,15.4,70.2,32768,32768,3227648,1519616,47
16:14:37,12.6,70.1,12288,12288,2850816,1519616,47
16:14:42,12.6,69.9,9216,9216,2097152,1007616,47
16:14:47,13.0,69.8,12288,12288,1482752,974848,47
16:14:52,12.4,69.5,11264,11264,577536,978944,47
16:14:57,13.6,70.2,11264,11264,802816,4874240,47
16:15:02,15.0,70.3,33792,33792,2154496,3399680,47
16:15:07,13.2,70.0,9216,9216,1015808,1007616,47
16:15:12,15.4,69.6,13312,13312,1339392,3325952,47
16:15:17,12.5,69.8,11264,11264,1884160,1003520,47
16:15:22,13.4,69.9,16384,16384,2764800,974848,47
16:15:27,13.7,69.9,10240,9216,3837952,5324800,47
16:15:32,17.1,70.1,33792,33792,4489216,1810432,47
16:15:37,11.8,70.1,9216,9216,6230016,974848,47
16:15:42,12.4,69.9,12288,12288,8863744,1482752,47
16:15:47,12.8,69.9,10240,10240,8732672,1875968,47
16:15:52,12.8,69.9,11264,11264,10407936,1937408,47
16:15:57,17.8,70.0,8192,8192,12308480,4706304,47
16:16:02,15.3,70.6,19456,19456,12988416,2957312,47
16:16:07,13.6,70.2,23552,23552,10670080,2715648,47
16:16:12,15.7,69.6,13312,13312,10166272,2961408,47
16:16:17,12.3,69.7,10240,10240,8339456,974848,47
16:16:22,12.9,69.6,13312,13312,8327168,2560000,47
16:16:27,13.5,69.6,9216,9216,11935744,4718592,47
16:16:32,20.8,70.0,26624,26624,14487552,1134592,47
16:16:37,12.5,70.0,8192,8192,6230016,2203648,47
16:16:42,13.3,69.8,12288,11264,6426624,991232,47
16:16:47,13.6,69.8,12288,12288,3592192,1003520,47
16:16:52,12.8,69.5,14336,14336,2113536,974848,47
16:16:57,15.4,69.5,11264,11264,2113536,6209536,47
16:17:02,14.9,70.2,20480,20480,1458176,1081344,47
16:17:07,12.3,70.0,22528,22528,1368064,1806336,47
16:17:12,13.5,69.5,12288,12288,692224,2007040,47
16:17:17,13.8,69.5,10240,10240,933888,1433600,47
16:17:22,12.1,69.6,11264,11264,901120,28672,47
16:17:27,12.8,69.7,8192,8192,1331200,5132288,47
16:17:32,15.2,70.1,27648,27648,921600,1384448,47
16:17:37,12.9,70.0,8192,8192,2572288,974848,47
16:17:42,14.5,69.5,14336,14336,6361088,1093632,47
16:17:47,12.9,69.6,7168,7168,3850240,2228224,46
16:17:52,13.3,69.7,12288,12288,6184960,1671168,46
16:17:57,15.0,69.7,10240,9216,8663040,5734400,46
16:18:02,17.7,70.2,22528,22528,9478144,2355200,46
16:18:07,12.7,69.8,11264,11264,8347648,974848,46
16:18:12,15.3,69.7,26624,26624,10366976,1884160,46
16:18:17,16.2,69.6,11264,11264,9728000,3776512,46
16:18:22,11.3,69.3,10240,10240,12320768,774144,46
16:18:27,13.3,69.4,10240,10240,11001856,5955584,46
16:18:32,15.5,70.0,26624,26624,8855552,1478656,46
16:18:37,13.0,69.9,13312,13312,8335360,1003520,46
16:18:42,12.6,69.9,15360,15360,10223616,974848,46
16:18:47,13.5,69.9,9216,9216,8077312,2768896,46
16:18:52,12.9,70.0,15360,15360,6258688,974848,46
16:18:57,15.4,70.0,10240,10240,7393280,5591040,46
16:19:02,15.9,70.3,20480,20480,5640192,3686400,46
16:19:07,13.1,69.9,11264,11264,2097152,974848,46
16:19:12,14.6,69.9,16384,15360,1150976,991232,46
16:19:17,17.0,69.9,22528,22528,2113536,5292032,46
16:19:22,11.2,69.6,14336,14336,3055616,974848,46
16:19:27,13.1,69.7,8192,8192,671744,5767168,46
16:19:32,15.4,70.0,32768,32768,909312,3072000,46
16:19:37,13.1,70.0,11264,11264,835584,978944,46
16:19:42,13.0,69.9,9216,9216,1179648,1032192,46
16:19:47,12.8,69.9,12288,12288,1523712,983040,46
16:19:52,11.9,69.6,15360,15360,2228224,1003520,46
16:19:57,13.1,69.6,9216,9216,3231744,4763648,46
16:20:02,16.6,70.3,19456,19456,3850240,1863680,46
16:20:07,12.6,69.9,10240,10240,4112384,974848,46
16:20:12,12.7,69.9,13312,13312,6336512,1077248,46
16:20:17,16.0,69.9,11264,11264,10190848,2465792,46
16:20:22,14.6,69.8,28672,28672,8314880,1835008,46
16:20:27,15.2,70.0,10240,9216,9961472,6033408,46
